feature,feature_ru,block,block_ru,roc_auc_raw,roc_auc_oriented,hedges_g_tbi_minus_control,abs_hedges_g,p_mannwhitney,missing_rate,std,q_fdr
conn__small_worldness__wpli_delta,Функциональная связность · small worldness · wpli delta,conn,Функциональная связность,0.4681461352657005,0.5318538647342995,-0.017918841042724117,0.017918841042724117,0.47066581558753995,0.0,1.6842883243661881,0.5729006033995876
conn__n_hubs__imcoh_theta,Функциональная связность · n hubs · imcoh theta,conn,Функциональная связность,0.5312500000000001,0.5312500000000001,0.1427190871390234,0.1427190871390234,0.20712959780039908,0.0,0.21821687605917556,0.3030418253532932
conn__global_efficiency__imcoh_theta,Функциональная связность · global efficiency · imcoh theta,conn,Функциональная связность,0.5303442028985507,0.5303442028985507,0.15721167485542914,0.15721167485542914,0.5064605251548602,0.0,0.03528511041491369,0.6089828986679897
conn__small_worldness__coh_theta,Функциональная связность · small worldness · coh theta,conn,Функциональная связность,0.471165458937198,0.5288345410628019,0.09989564303476042,0.09989564303476042,0.5278932618077675,0.0,3.0154625724288953,0.6271371950276279
alpha_peak__paf_hz__frontal,Альфа-пик · paf hz · frontal,alpha_peak,Альфа-пик,0.4724486714975845,0.5275513285024155,-0.25429015425530666,0.25429015425530666,0.16421924017940526,0.0,1.5441162723262845,0.24757926057504243
conn__global_efficiency__imcoh_delta,Функциональная связность · global efficiency · imcoh delta,conn,Функциональная связность,0.47282608695652173,0.5271739130434783,0.19999581180803505,0.19999581180803505,0.5519936644409396,0.0,0.044720752511603144,0.6505639616625359
burst__mean_peak__temporal_beta,Burst-активность · mean peak · temporal beta,burst,Burst-активность,0.47282608695652173,0.5271739130434783,-0.14843277679664982,0.14843277679664982,0.5519936644409396,0.0,1.8329444070252211e-06,0.6505639616625359
conn__small_worldness__coh_beta,Функциональная связность · small worldness · coh beta,conn,Функциональная связность,0.5264945652173914,0.5264945652173914,0.14989768859159566,0.14989768859159566,0.5620054506089884,0.0,2.7023414744385863,0.659745528975769
conn__mean_strength__plv_beta,Функциональная связность · mean strength · plv beta,conn,Функциональная связность,0.47403381642512077,0.5259661835748792,-0.08541101068623999,0.08541101068623999,0.5698535261552276,0.0,0.1419798572735656,0.6663247923941047
conn__modularity__wpli_alpha,Функциональная связность · modularity · wpli alpha,conn,Функциональная связность,0.5258907004830918,0.5258907004830918,0.25330523168781793,0.25330523168781793,0.4875690737438647,0.0,0.0856213086950812,0.5886504670810073
conn__modularity__dtf_theta,Функциональная связность · modularity · dtf theta,conn,Функциональная связность,0.4747886473429952,0.5252113526570048,0.01740458762058316,0.01740458762058316,0.5194232727950446,0.0,0.0890302855594536,0.6195530603218002
aper__alpha_peak_width_hz__central,Апериодический компонент · Альфа-пик width hz · central,aper,Апериодический компонент,0.5241545893719808,0.5241545893719808,0.048062348816905597,0.048062348816905597,0.5966487857007248,0.0,1.3334457165528557,0.6922058177856065
conn__modularity__coh_theta,Функциональная связность · modularity · coh theta,conn,Функциональная связность,0.47622282608695654,0.5237771739130435,-0.20622622045587138,0.20622622045587138,0.5130563889705961,0.0,0.13819408262873406,0.6144264013075285
conn__mean_strength__coh_alpha,Функциональная связность · mean strength · coh alpha,conn,Функциональная связность,0.4770531400966183,0.5229468599033817,-0.07171410751663106,0.07171410751663106,0.6156696311636596,0.0,0.2887690158845222,0.7087359707581662
conn__clustering__wpli_theta,Функциональная связность · clustering · wpli theta,conn,Функциональная связность,0.4770531400966183,0.5229468599033817,0.018250617715485765,0.018250617715485765,0.6156696311636596,0.0,0.10583595215901867,0.7087359707581662
conn__small_worldness__imcoh_beta,Функциональная связность · small worldness · imcoh beta,conn,Функциональная связность,0.477506038647343,0.522493961352657,0.10803950768089973,0.10803950768089973,0.5820933315797949,0.0,1.5985415683519477,0.6779675273694082
conn__n_hubs__pdc_beta,Функциональная связность · n hubs · pdc beta,conn,Функциональная связность,0.4782608695652174,0.5217391304347826,-0.11790258237406172,0.11790258237406172,0.25154972760278327,0.0,0.1827234641923378,0.35075243707993725
conn__small_worldness__wpli_beta,Функциональная связность · small worldness · wpli beta,conn,Функциональная связность,0.5215881642512077,0.5215881642512077,0.12518627574268898,0.12518627574268898,0.624163228443273,0.0,1.8623567998455772,0.7157393005700852
conn__mean_strength__wpli_beta,Функциональная связность · mean strength · wpli beta,conn,Функциональная связность,0.5214371980676329,0.5214371980676329,0.09175925142751674,0.09175925142751674,0.6391683621838846,0.0,0.5955047877988433,0.7273295155885583
conn__hub_z_max__wpli_alpha,Функциональная связность · hub z max · wpli alpha,conn,Функциональная связность,0.47916666666666663,0.5208333333333334,-0.08274635458901898,0.08274635458901898,0.6486720055577112,0.0,0.18247603166655033,0.7353266627887032
dfa__dfa_exp__temporal_beta,DFA · DFA exp · temporal beta,dfa,DFA,0.5202294685990339,0.5202294685990339,0.03426026320377261,0.03426026320377261,0.6582332108628686,0.0,0.11107067885033498,0.7433279985789808
aper__alpha_peak_cf_hz__central,Апериодический компонент · Альфа-пик cf hz · central,aper,Апериодический компонент,0.5193236714975845,0.5193236714975845,0.026459043472255354,0.026459043472255354,0.6722856992200803,0.0,1.5523643223817112,0.7542228314028402
conn__small_worldness__plv_alpha,Функциональная связность · small worldness · plv alpha,conn,Функциональная связность,0.48112922705314015,0.5188707729468598,0.0973441438228957,0.0973441438228957,0.6799493930151048,0.0,3.0281261926408707,0.7563482012190491
conn__mean_strength__dtf_alpha,Функциональная связность · mean strength · dtf alpha,conn,Функциональная связность,0.48278985507246375,0.5172101449275363,-0.03667795046351344,0.03667795046351344,0.7068547750434055,0.0,0.09068880156095684,0.7804307367579608
aper__alpha_peak_width_hz__occipital,Апериодический компонент · Альфа-пик width hz · occipital,aper,Апериодический компонент,0.48316727053140096,0.516832729468599,-0.009266030891670706,0.009266030891670706,0.7126887820941772,0.0,1.216899592854045,0.7835939184903058
conn__modularity__plv_alpha,Функциональная связность · modularity · plv alpha,conn,Функциональная связность,0.48331823671497587,0.5166817632850241,-0.08198203672600325,0.08198203672600325,0.6921148545696707,0.0,0.17127110675994836,0.7670078798775829
aper__alpha_peak_cf_hz__occipital,Апериодический компонент · Альфа-пик cf hz · occipital,aper,Апериодический компонент,0.5166817632850241,0.5166817632850241,-0.05064804875817783,0.05064804875817783,0.71499647108038,0.0,1.3524262752593568,0.7835939184903058
conn__modularity__coh_beta,Функциональная связность · modularity · coh beta,conn,Функциональная связность,0.4841485507246377,0.5158514492753623,-0.11270016722043322,0.11270016722043322,0.6754992362059107,0.0,0.14508919570026005,0.7542228314028402
conn__global_efficiency__wpli_beta,Функциональная связность · global efficiency · wpli beta,conn,Функциональная связность,0.5158514492753623,0.5158514492753623,0.07665420772554689,0.07665420772554689,0.7291458560004317,0.0,0.14914315174907655,0.7932465905938763
conn__small_worldness__plv_theta,Функциональная связность · small worldness · plv theta,conn,Функциональная связность,0.5155495169082125,0.5155495169082125,0.12509433902602776,0.12509433902602776,0.7341311187837123,0.0,2.774453498045731,0.7957552637911042
conn__n_hubs__pdc_delta,Функциональная связность · n hubs · pdc delta,conn,Функциональная связность,0.5147192028985508,0.5147192028985508,0.1671051667596157,0.1671051667596157,0.43824720730162137,0.0,0.15605468161060645,0.5446000860610106
conn__n_hubs__wpli_delta,Функциональная связность · n hubs · wpli delta,conn,Функциональная связность,0.5144927536231884,0.5144927536231884,-0.036523364738346525,0.036523364738346525,0.6732989796339384,0.0,0.31900210632995923,0.7542228314028402
conn__mean_strength__imcoh_theta,Функциональная связность · mean strength · imcoh theta,conn,Функциональная связность,0.5131340579710145,0.5131340579710145,0.13768270034619853,0.13768270034619853,0.7744042566795184,0.0,0.12401221501002115,0.8333263196877426
aper__n_fit_points__central,Апериодический компонент · n fit points · central,aper,Апериодический компонент,0.5108695652173914,0.5108695652173914,0.18658561746005403,0.18658561746005403,0.21268965978500276,0.0,0.34729343575361327,0.3091947979345004
conn__small_worldness__imcoh_alpha,Функциональная связность · small worldness · imcoh alpha,conn,Функциональная связность,0.48928140096618356,0.5107185990338164,0.02800973461677727,0.02800973461677727,0.7680764959937538,0.0,1.2899740764698975,0.8295226156732541
conn__modularity__imcoh_delta,Функциональная связность · modularity · imcoh delta,conn,Функциональная связность,0.5102657004830918,0.5102657004830918,0.14984613913041228,0.14984613913041228,0.8010010197884087,0.0,0.08907880359648558,0.8588350284373912
conn__n_hubs__imcoh_alpha,Функциональная связность · n hubs · imcoh alpha,conn,Функциональная связность,0.5095863526570049,0.5095863526570049,0.05283543314574004,0.05283543314574004,0.6301784452011621,0.0,0.18662421881466937,0.719857685479789
conn__clustering__imcoh_beta,Функциональная связность · clustering · imcoh beta,conn,Функциональная связность,0.5095108695652174,0.5095108695652174,0.04634599637783426,0.04634599637783426,0.8359360792224714,0.0,0.07205508323826797,0.8898674391723083
conn__n_hubs__dtf_theta,Функциональная связность · n hubs · dtf theta,conn,Функциональная связность,0.4907155797101449,0.5092844202898551,-0.09455767169014667,0.09455767169014667,0.4493810766407135,0.0,0.13914602082004912,0.556109082342883
aper__alpha_peak_cf_hz__parietal,Апериодический компонент · Альфа-пик cf hz · parietal,aper,Апериодический компонент,0.508756038647343,0.508756038647343,-0.06633165717813919,0.06633165717813919,0.8487147884940317,0.0,1.4000947649340232,0.8970401857036563
conn__n_hubs__imcoh_beta,Функциональная связность · n hubs · imcoh beta,conn,Функциональная связность,0.4913194444444444,0.5086805555555556,-0.15350234057373213,0.15350234057373213,0.7209443291449159,0.0,0.23809784955084679,0.7872075946913236
conn__modularity__plv_beta,Функциональная связность · modularity · plv beta,conn,Функциональная связность,0.5076992753623188,0.5076992753623188,-0.0239058632174708,0.0239058632174708,0.8395109642200799,0.0,0.14955551552581486,0.8904812727620133
aper__alpha_peak_width_hz__temporal,Апериодический компонент · Альфа-пик width hz · temporal,aper,Апериодический компонент,0.507397342995169,0.507397342995169,0.06099722445468159,0.06099722445468159,0.8721456233742839,0.0,1.233358890303347,0.9138854387753946
burst__rate_per_min__occipital_alpha,Burst-активность · rate per min · occipital alpha,burst,Burst-активность,0.5071708937198068,0.5071708937198068,-0.02459786894657033,0.02459786894657033,0.876230349829098,0.0,4.309833005189574,0.9138854387753946
conn__n_hubs__wpli_theta,Функциональная связность · n hubs · wpli theta,conn,Функциональная связность,0.4929045893719807,0.5070954106280193,-0.10306620600844132,0.10306620600844132,0.818891790902879,0.0,0.29019522034855594,0.8748592154609894
burst__rate_per_min__parietal_alpha,Burst-активность · rate per min · parietal alpha,burst,Burst-активность,0.4929800724637681,0.5070199275362319,-0.03611791198672944,0.03611791198672944,0.8788454811527318,0.0,4.279399765727164,0.9138854387753946
burst__rate_per_min__temporal_alpha,Burst-активность · rate per min · temporal alpha,burst,Burst-активность,0.50618961352657,0.50618961352657,0.007913370247565353,0.007913370247565353,0.8932407071083571,0.0,3.6017531275148174,0.9211544792054932
burst__rate_per_min__frontal_alpha,Burst-активность · rate per min · frontal alpha,burst,Burst-активность,0.4944142512077295,0.5055857487922705,-0.04445419253011053,0.04445419253011053,0.9037301173986557,0.0,3.9471775498720567,0.9237599304405785
event__lr_index,Транзиентные события · lr index,event,Транзиентные события,0.4951690821256039,0.5048309178743962,-0.041236724446635106,0.041236724446635106,0.9050981136640012,0.0,0.02846403641713367,0.9237599304405785
conn__clustering__wpli_delta,Функциональная связность · clustering · wpli delta,conn,Функциональная связность,0.5042270531400965,0.5042270531400965,0.04840355081120271,0.04840355081120271,0.9273959954021104,0.0,0.1023398214976724,0.94327606381653
conn__modularity__plv_theta,Функциональная связность · modularity · plv theta,conn,Функциональная связность,0.49599939613526567,0.5040006038647343,0.014196427517787234,0.014196427517787234,0.899541578794924,0.0,0.1144084377184034,0.9237599304405785
burst__mean_amp__temporal_beta,Burst-активность · mean amp · temporal beta,burst,Burst-активность,0.49667874396135264,0.5033212560386473,-0.07157317849747502,0.07157317849747502,0.9432063502425625,0.0,1.5002081730492778e-06,0.9560828874472391
conn__n_hubs__dtf_beta,Функциональная связность · n hubs · dtf beta,conn,Функциональная связность,0.49682971014492755,0.5031702898550725,-0.09972820585704745,0.09972820585704745,0.8884589265407222,0.0,0.17992971560584758,0.9194156835630471
conn__n_hubs__dtf_alpha,Функциональная связность · n hubs · dtf alpha,conn,Функциональная связность,0.5026419082125604,0.5026419082125604,-0.014911192598790016,0.014911192598790016,0.8800378299318614,0.0,0.1602568487920905,0.9138854387753946
conn__clustering__wpli_beta,Функциональная связность · clustering · wpli beta,conn,Функциональная связность,0.49833937198067635,0.5016606280193237,0.035653423379061404,0.035653423379061404,0.972245702474829,0.0,0.12389618959581473,0.978181590723288
aper__alpha_peak_width_hz__parietal,Апериодический компонент · Альфа-пик width hz · parietal,aper,Апериодический компонент,0.5015851449275363,0.5015851449275363,0.035411265598256615,0.035411265598256615,0.9735343767897431,0.0,1.200068897672635,0.978181590723288
conn__n_hubs__dtf_delta,Функциональная связность · n hubs · dtf delta,conn,Функциональная связность,0.5015096618357487,0.5015096618357487,0.027216900149808362,0.027216900149808362,0.8684854298871987,0.0,0.054878048780487805,0.9138854387753946
burst__pct_time__central_beta,Burst-активность · pct time · central beta,burst,Burst-активность,0.49849033816425126,0.5015096618357487,0.020042025077793877,0.020042025077793877,0.9748880500137821,0.0,1.3659529996977364,0.978181590723288
conn__modularity__wpli_beta,Функциональная связность · modularity · wpli beta,conn,Функциональная связность,0.5000754830917875,0.5000754830917875,0.10782513398674289,0.10782513398674289,1.0,0.0,0.08418030200166907,1.0
